line_item_id,order_id,completed_at,user_id,quantity,price,style_id,order_channel,order_channel_category
12305223,2477673,2016-08-16 19:49:50,1334069,1,98.00,514,,direct
13666590,2701206,2016-12-06 03:48:18,1234698,1,45.00,504,,organic search
16620225,3401350,2017-07-27 10:04:16,1476517,1,16.00,480,,direct
14121329,2871828,2016-12-29 07:26:50,1615466,1,48.00,770,,direct
19498573,3901713,2017-12-09 12:06:32,1679465,1,100.00,913,,email
15592435,3176489,2017-05-08 12:41:16,1889592,1,38.00,533,,direct
17495201,3548800,2017-09-13 15:53:35,1330954,1,100.00,642,,other
14281877,2912725,2017-01-14 10:17:48,1678669,1,125.00,717,,other
19383667,3931966,2017-12-13 17:54:36,1436915,1,88.00,907,,direct
18828942,3772618,2017-11-14 12:37:42,1971572,1,98.00,995,,organic search
18861010,3778310,2017-11-15 17:36:53,2222508,1,68.00,908,,direct
20011890,4019778,2017-12-27 14:15:00,2646387,1,165.00,916,,direct
13692556,2709671,2016-12-08 06:06:12,1568357,1,185.00,563,,direct
19029660,3805725,2017-11-21 05:05:30,2310078,1,100.00,648,,other
17749894,3588888,2017-09-26 10:35:00,2252562,1,125.00,920,,email
16663187,3419800,2017-08-03 06:12:07,1959975,1,16.00,662,,email
19732209,3966185,2017-12-18 17:55:25,2566914,1,100.00,642,,direct
19960738,4011135,2017-12-26 16:19:47,1399961,1,88.00,757,,organic search
15267441,3096482,2017-04-12 23:14:37,1355004,1,78.00,787,,direct
17481405,3546606,2017-09-13 01:41:19,1603959,1,22.00,553,,organic search
12771151,2542479,2016-09-28 06:06:34,1452080,1,78.00,610,,direct
17683817,3578062,2017-09-22 19:22:38,1577330,1,138.00,756,,organic search
15585118,3175092,2017-05-07 18:01:37,1322715,1,55.00,501,,other
14069510,2863949,2016-12-26 13:26:03,229479,1,100.00,650,,direct
13140489,2597643,2016-10-29 10:09:36,936668,1,22.00,474,,direct
16289175,3325241,2017-06-29 16:18:42,1434777,1,16.00,771,,organic search
16301495,3327839,2017-06-30 10:44:03,1329462,1,98.00,639,,other
17539299,3555175,2017-09-15 11:41:57,2262652,1,28.00,887,,direct
12662156,2526831,2016-09-18 21:15:34,1495291,1,55.00,537,,direct
19750799,3971745,2017-12-19 14:15:06,1497834,1,68.00,435,,other
19775121,3978951,2017-12-20 20:31:41,1484869,1,125.00,997,,direct
13464060,2659522,2016-11-21 15:57:44,1362760,1,80.00,521,,direct
12847081,2553878,2016-10-03 23:35:38,1502584,1,68.00,713,,organic search
17770473,3610321,2017-10-02 12:03:02,2115466,1,85.00,583,,direct
17457863,3543277,2017-09-12 09:43:58,965095,1,16.00,475,,organic search
17616670,3572610,2017-09-21 06:24:46,1328943,1,55.00,835,,direct
16493707,3382722,2017-07-18 06:34:36,1884661,1,68.00,715,,direct
16159308,3439285,2017-08-11 06:28:19,1462635,1,22.00,852,,email
16436926,3365445,2017-07-11 19:54:54,1743144,1,68.00,715,,direct
12911224,2563569,2016-10-09 22:04:22,1522764,1,100.00,642,,direct
12863209,2556175,2016-10-05 08:05:14,1515563,1,45.00,504,,direct
19180991,3833832,2017-11-26 19:25:00,1906141,1,88.00,575,,direct
17950070,3622118,2017-10-06 05:50:14,1331145,1,58.00,716,,organic search
12296488,2476506,2016-08-16 07:09:22,1458411,1,68.00,629,,direct
18043208,3637807,2017-10-10 06:42:05,703858,1,88.00,514,,email
18449854,3706456,2017-10-29 15:08:24,1967646,1,78.00,787,,organic search
19560451,3960545,2017-12-17 22:12:19,1359475,1,88.00,925,,direct
14122921,2873242,2016-12-29 11:08:25,1649342,1,88.00,690,,direct
18706276,3780413,2017-11-16 08:57:51,2213959,1,38.00,955,,organic search
13902696,2793714,2016-12-17 13:18:10,1459447,1,235.00,584,,direct
15254830,3093427,2017-04-12 07:54:42,1868011,1,16.00,475,,organic search
19165230,3830699,2017-11-26 07:34:37,2310078,1,115.00,458,,other
12420643,2493255,2016-08-28 10:03:45,1461008,1,35.00,569,,email
14525780,2957753,2017-02-08 18:41:09,1580023,1,70.00,522,,organic search
13926179,2808618,2016-12-18 08:13:40,778563,1,28.00,568,,direct
18878188,3780841,2017-11-16 09:14:03,1796231,1,155.00,953,,other
19389395,3875500,2017-12-04 20:36:22,2092995,1,98.00,873,,direct
18772033,3763059,2017-11-12 14:10:27,877385,1,198.00,927,,direct
19895877,3999150,2017-12-26 06:50:58,154714,1,13.00,764,,direct
18458392,3941378,2017-12-15 07:10:48,1315756,1,100.00,650,,email
19111782,3820244,2017-11-24 09:24:01,2499903,1,68.00,911,,organic search
19792932,3983285,2017-12-22 10:32:41,2597736,1,70.00,1029,,direct
17739902,3587080,2017-09-25 20:08:08,1007871,1,42.00,682,,other
12013995,2432441,2016-07-16 14:46:24,1440703,1,28.00,443,,organic search
15691311,3191634,2017-05-13 09:23:17,1902697,1,78.00,491,,direct
16347788,3343746,2017-07-05 06:55:11,1509850,1,22.00,480,,direct
16856710,3445635,2017-08-14 07:52:26,1843247,1,50.00,941,,direct
19747939,3970914,2017-12-19 12:21:57,2620461,1,100.00,650,,organic search
16859448,3446154,2017-08-14 11:48:26,1323131,1,78.00,875,,organic search
13534389,2672542,2016-11-27 09:03:03,1347764,1,100.00,642,,email
18800540,3767873,2017-11-13 11:21:47,2450993,1,60.00,625,,direct
19998081,4017089,2017-12-27 08:31:06,2065319,1,78.00,892,,direct
19414205,3881359,2017-12-05 17:25:42,2559545,1,58.00,884,,direct
18672416,3745708,2017-11-08 18:48:10,2435808,1,125.00,922,,organic search
19454003,3890883,2017-12-07 11:00:55,2471988,1,100.00,643,,email
18819258,3770918,2017-11-14 03:19:25,2440167,1,26.00,490,,email
17538212,3555316,2017-09-15 12:22:48,2175616,1,155.00,649,,organic search
16714819,3422102,2017-08-03 18:21:41,1761815,1,25.00,839,,direct
16444214,3376518,2017-07-15 13:46:58,2079556,1,58.00,517,,email
15688902,3191300,2017-05-13 05:29:11,1964497,1,18.00,764,,email
11265237,2334030,2016-05-12 13:08:00,1399852,1,20.00,441,,organic search
16950823,3462984,2017-08-19 20:09:16,2179678,1,69.00,750,,organic search
19146573,3829726,2017-11-25 22:20:13,1628173,1,68.00,629,,organic search
17548643,3556634,2017-09-15 21:23:26,2261490,1,68.00,909,,organic search
15019837,3047921,2017-03-26 17:51:31,1586774,1,98.00,622,,direct
19599635,3927866,2017-12-13 08:02:36,1060507,1,22.00,771,,direct
19840385,3991417,2017-12-25 21:27:59,1354492,1,60.00,641,,direct
18791692,3766889,2017-11-13 09:00:29,1434745,1,68.00,910,,email
19271242,4012802,2017-12-26 18:53:20,1639907,1,78.00,893,,direct
19417707,3882249,2017-12-05 20:11:54,2338412,1,68.00,909,,email
18400572,3752351,2017-11-10 10:57:08,2378347,1,100.00,642,,organic search
18269701,3675657,2017-10-20 09:48:34,2280949,1,60.00,724,,organic search
13338607,2640524,2016-11-13 12:48:01,524963,1,120.00,620,,direct
15296132,3103654,2017-04-14 11:07:56,1899977,1,78.00,787,,direct
16083613,3280688,2017-06-14 15:53:52,1501774,1,25.00,934,,direct
18822553,3771423,2017-11-14 07:33:50,2181893,1,25.00,447,,email
16406046,3446707,2017-08-14 16:31:25,1822567,1,48.00,770,,direct
17193494,3500093,2017-09-02 18:23:18,1949874,1,28.00,443,,direct
11117541,127536,2016-04-28 17:37:37,348299,1,45.00,440,,direct
13855116,2778382,2016-12-14 21:18:04,973117,1,45.00,695,,email
19592282,3928351,2017-12-13 09:03:42,1896027,1,75.00,831,,direct
18722934,3754522,2017-11-10 18:34:41,2442316,1,30.00,586,,direct
19605687,3930198,2017-12-13 13:22:23,2199577,1,137.00,451,,organic search
19293143,3856046,2017-12-01 09:30:54,2182282,1,155.00,953,,email
12567870,2513923,2016-09-10 20:39:24,1486876,1,175.00,563,,direct
18959839,3795625,2017-11-19 02:26:50,2474824,1,16.00,475,,organic search
19155915,3829113,2017-11-25 19:08:01,751661,1,140.00,646,,other
17585936,3570357,2017-09-20 09:44:27,2275996,1,88.00,514,,other
14791416,3020236,2017-03-12 20:55:38,1441175,1,88.00,579,,direct
14487756,2951389,2017-02-04 23:07:57,123263,1,78.00,787,,direct
17423695,3538843,2017-09-11 08:16:47,2243573,1,45.00,752,,organic search
16737094,3425988,2017-08-05 16:35:59,1290358,1,68.00,715,,direct
12557059,2512546,2016-09-09 18:57:54,1360131,1,75.00,567,,email
11608136,2379320,2016-06-07 11:51:35,1419392,1,78.00,503,,direct
13986414,2840043,2016-12-20 08:58:05,1556716,1,45.00,570,,direct
17997740,3630085,2017-10-08 22:51:02,1382408,1,198.00,837,,organic search
19013723,3803363,2017-11-20 13:43:05,2485221,1,68.00,910,,direct
19558809,3916528,2017-12-11 20:22:57,2587687,1,88.00,514,,organic search
19654684,3944243,2017-12-15 12:50:51,2559545,1,125.00,757,,email
19754091,3972928,2017-12-19 17:33:31,2557204,1,50.00,723,,direct
19399589,3877524,2017-12-05 07:33:47,504715,1,98.00,1007,,other
14084336,2865965,2016-12-26 20:17:28,1473548,1,168.00,563,,direct
19992256,4015856,2017-12-27 05:14:46,1730131,1,14.00,862,,direct
19869342,3995551,2017-12-26 03:14:12,2310078,1,11.00,764,,other
15456836,3142501,2017-04-27 00:53:12,1929512,1,49.00,542,,direct
18821799,3771325,2017-11-14 07:05:25,448625,1,40.00,958,,organic search
16396703,3353606,2017-07-08 16:48:59,1554792,1,53.00,692,,organic search
15106339,3081919,2017-04-10 02:14:31,1793370,1,78.00,792,,direct
14537568,3097341,2017-04-13 06:28:44,1795255,1,65.00,465,,email
16896173,3452602,2017-08-16 11:09:27,2065455,1,78.00,779,,direct
15292884,3102940,2017-04-14 07:47:02,1683542,1,88.00,803,,direct
15676054,3329092,2017-06-30 18:30:57,1723147,1,32.00,735,,organic search
16129810,3293288,2017-06-19 11:14:10,1399539,1,88.00,549,,organic search
10937728,2279428,2016-04-12 07:46:02,1376997,1,18.00,475,,direct
19799959,3984984,2017-12-22 23:09:41,1390414,1,68.00,580,,direct
15498148,3153838,2017-04-30 19:50:53,1936814,1,235.00,584,,organic search
11677326,2385892,2016-06-13 07:38:36,1352699,1,28.00,512,,direct
19402828,3879208,2017-12-05 11:07:34,1327109,1,68.00,908,,organic search
15148907,3069564,2017-04-06 11:47:54,1425935,1,68.00,740,,direct
18628491,3737561,2017-11-06 18:54:42,1762806,1,140.00,646,,direct
16979338,3467543,2017-08-22 03:37:38,1576624,3,60.00,524,other,paid
12820440,2549958,2016-10-02 16:08:51,1486773,1,98.00,597,affiliate,paid
18585985,3730862,2017-11-05 11:50:37,2421729,1,95.00,889,affiliate,paid
19589853,3925338,2017-12-12 20:05:16,2592300,1,100.00,652,search,paid
18337365,3687141,2017-10-23 19:49:05,1689056,1,160.00,616,other,paid
13493003,2665970,2016-11-24 22:36:22,1596263,1,110.00,626,other,paid
16975028,3466923,2017-08-21 17:49:20,1495070,1,50.00,942,search,paid
18429312,3703051,2017-10-28 11:16:08,1402460,1,80.00,895,search,paid
19622505,3934563,2017-12-14 07:07:29,2597733,1,22.00,553,search,paid
17327322,3525276,2017-09-08 00:24:25,2098823,1,98.00,860,search,paid
17386596,3534555,2017-09-10 07:21:55,2243100,1,68.00,715,affiliate,paid
19025708,3807819,2017-11-21 11:52:44,584428,1,70.00,1027,affiliate,paid
16290509,3325491,2017-06-29 17:59:06,2053842,1,32.00,735,affiliate,paid
19401800,3878164,2017-12-05 08:49:29,1641443,1,100.00,642,search,paid
12248871,2470141,2016-08-11 09:08:36,1454679,1,60.00,524,affiliate,paid
17532818,3553997,2017-09-15 05:07:50,2261843,1,68.00,944,search,paid
16750917,3499616,2017-09-02 14:33:55,2141564,1,118.00,828,search,paid
19279350,3855233,2017-12-01 07:28:37,1535575,1,225.00,734,search,paid
20030492,4023145,2017-12-28 06:29:45,2656956,1,109.00,758,affiliate,paid
16053950,3294187,2017-06-19 17:54:55,1633233,1,68.00,814,affiliate,paid
18208736,3665186,2017-10-17 11:06:51,765502,1,100.00,642,search,paid
12500854,2504634,2016-09-05 08:27:55,1481100,1,18.00,475,affiliate,paid
17290173,3518261,2017-09-07 09:42:38,2204419,1,68.00,909,affiliate,paid
18334523,3687085,2017-10-23 19:28:34,1418633,1,25.00,513,other,paid
10840623,2245742,2016-04-02 08:12:57,1340061,1,18.00,475,other,paid
14610170,2974790,2017-02-15 13:51:53,1770835,1,88.00,579,affiliate,paid
17476368,3545999,2017-09-12 20:31:24,1365138,1,120.00,516,search,paid
17282950,3518792,2017-09-07 10:04:00,1508040,1,68.00,908,affiliate,paid
14990844,3043126,2017-03-24 08:11:40,1502789,1,16.00,771,other,paid
15001153,3044864,2017-03-25 01:21:08,1851592,1,75.00,698,social,paid
17839495,3603630,2017-09-30 12:17:01,2315450,1,18.00,888,affiliate,paid
18188194,3661682,2017-10-16 12:35:24,2367162,1,150.00,647,other,paid
14332196,2924341,2017-01-18 20:53:39,1706824,1,78.00,633,other,paid
11920965,2417987,2016-07-08 13:30:32,1302572,1,38.00,533,affiliate,paid
17395825,3534377,2017-09-10 06:09:51,2242818,1,68.00,715,affiliate,paid
16216801,3310995,2017-06-25 08:49:24,2016384,1,88.00,869,affiliate,paid
17424888,3541914,2017-09-12 01:57:12,2243937,1,225.00,734,affiliate,paid
16872591,3450687,2017-08-15 17:15:34,1276139,1,145.00,758,affiliate,paid
14807011,3010363,2017-03-07 14:12:05,1814750,1,22.00,474,affiliate,paid
14165437,2881576,2017-01-02 05:51:12,1670352,1,145.00,653,other,paid
15062098,3054872,2017-03-30 06:27:29,1862381,1,98.00,597,affiliate,paid
17887769,3611672,2017-10-02 19:34:04,2323854,1,145.00,758,social,paid
17490741,3548100,2017-09-13 11:55:00,2256599,1,68.00,910,search,paid
17910286,3615344,2017-10-03 20:03:41,2327000,1,68.00,715,social,paid
19481080,3897513,2017-12-08 14:11:54,2494158,1,225.00,918,search,paid
17943326,3621096,2017-10-05 17:18:53,2332650,1,145.00,758,social,paid
19016250,3804894,2017-11-20 20:28:55,2485076,1,55.00,768,other,paid
14800640,3008656,2017-03-07 09:30:18,1567608,1,168.00,563,other,paid
18321803,3688267,2017-10-24 07:44:33,2153128,1,55.00,577,affiliate,paid
19023516,3804894,2017-11-20 20:28:55,2485076,1,68.00,908,other,paid
14956915,3037701,2017-03-21 19:35:48,1844476,1,68.00,722,display,paid
15450043,3141294,2017-04-26 14:34:43,1928582,1,28.00,743,affiliate,paid
18529956,3720811,2017-11-02 14:23:58,2413652,1,68.00,908,search,paid
19040854,3807870,2017-11-21 12:07:16,2489224,1,68.00,909,social,paid
13515587,2669438,2016-11-25 18:56:12,1599903,1,235.00,655,affiliate,paid
17440344,3540712,2017-09-11 17:42:17,2250291,1,68.00,909,affiliate,paid
10987570,2289192,2016-04-17 10:46:31,1380927,1,65.00,453,display,paid
19423116,3883234,2017-12-06 06:03:37,2464531,1,155.00,933,other,paid
17712925,3582812,2017-09-24 16:43:05,2286803,1,54.00,635,search,paid
18234146,3669448,2017-10-18 15:32:41,2355296,1,155.00,933,other,paid
14273756,2911574,2017-01-13 13:40:22,1691412,1,88.00,667,affiliate,paid
16929681,3460862,2017-08-18 20:35:10,2174467,1,16.00,771,social,paid
12823038,2553226,2016-10-03 18:07:26,1512824,1,30.00,586,social,paid
19598451,3927492,2017-12-13 07:17:55,2593502,1,100.00,650,search,paid
15690094,3191448,2017-05-13 07:39:59,1964756,1,115.00,782,affiliate,paid
16027865,3267333,2017-06-09 18:08:18,2012306,1,115.00,523,social,paid
14430230,2941561,2017-01-30 07:31:12,1732402,1,60.00,724,display,paid
17754702,3589626,2017-09-26 13:42:53,2297187,1,28.00,887,search,paid
19295185,3856518,2017-12-01 11:03:42,1752660,1,100.00,642,search,paid
17311532,3612507,2017-10-03 06:47:55,1868106,1,85.00,583,search,paid
17532792,3553997,2017-09-15 05:07:50,2261843,1,125.00,761,search,paid
13827231,2768786,2016-12-13 12:21:50,1582159,1,45.00,695,search,paid
19877300,3996539,2017-12-26 05:12:42,2609659,1,88.00,514,search,paid
17377291,3532636,2017-09-09 16:22:53,2241665,1,18.00,888,search,paid
17121112,3489349,2017-08-29 16:54:50,1689903,1,115.00,458,affiliate,paid
16579986,3393017,2017-07-23 16:25:57,2105529,1,88.00,690,search,paid
17847230,3605049,2017-09-30 19:37:50,2316776,1,65.00,789,search,paid
18377694,3694270,2017-10-25 15:04:12,2392323,1,88.00,549,search,paid
16617137,3399917,2017-07-27 01:43:23,2114611,1,15.00,906,affiliate,paid
18902637,3786470,2017-11-16 18:24:11,971985,1,65.00,817,search,paid
19467591,3894165,2017-12-07 23:04:18,1442879,1,165.00,916,social,paid
14542559,2960950,2017-02-10 08:37:28,1481370,1,65.00,465,affiliate,paid
14534503,2959145,2017-02-09 14:37:13,1756968,1,150.00,687,display,paid
18184343,3664279,2017-10-17 07:19:46,2357541,1,58.00,716,search,paid
14156071,2880140,2016-12-31 16:14:53,1401949,1,31.00,662,social,paid
14003938,2976217,2017-02-16 09:14:40,1466587,1,98.00,693,display,paid
11218085,2328103,2016-05-08 06:42:34,1396396,1,78.00,530,other,paid
18889269,3783364,2017-11-16 12:04:00,2465398,1,155.00,953,display,paid
19141372,3826255,2017-11-25 07:39:55,2504080,1,68.00,911,search,paid
16895505,3452483,2017-08-16 10:27:48,2168756,1,145.00,758,affiliate,paid
19412605,3880896,2017-12-05 15:54:55,2559178,1,16.00,475,search,paid
19834746,3997770,2017-12-26 06:01:39,1583435,1,45.00,811,search,paid
18358876,3692075,2017-10-25 07:22:03,1473884,1,65.00,453,affiliate,paid
17369423,3531164,2017-09-09 10:26:51,1371635,1,68.00,909,search,paid
16694529,3418439,2017-08-02 12:15:31,2130367,1,120.00,516,other,paid
13608456,2687355,2016-12-02 10:09:43,1611694,1,30.00,586,search,paid
15538896,3370567,2017-07-13 07:39:56,1371354,1,22.00,771,affiliate,paid
18375590,3694108,2017-10-25 14:15:58,1238603,1,150.00,931,search,paid
19042664,3808203,2017-11-21 13:31:33,2489502,1,198.00,927,search,paid
15408359,3132581,2017-04-23 19:48:16,1921716,1,138.00,756,affiliate,paid
12885214,2559663,2016-10-07 10:07:51,1483528,1,75.00,567,search,paid
17058815,3480390,2017-08-26 16:30:43,1462630,1,55.00,452,search,paid
12563382,2513307,2016-09-10 12:24:33,1486437,1,80.00,521,search,paid
13025695,2580771,2016-10-19 12:52:21,1542370,1,28.00,443,display,paid
19729831,3965514,2017-12-18 15:53:08,2617267,1,70.00,522,affiliate,paid
18827995,3772451,2017-11-14 11:50:21,1503096,1,78.00,787,affiliate,paid
17003740,3471615,2017-08-23 13:51:26,1515412,1,18.00,764,affiliate,paid
16797555,3451279,2017-08-15 20:31:37,1487461,1,25.00,735,other,paid
14237588,2902579,2017-01-09 16:49:03,1040137,1,27.00,662,social,paid
16979325,3467543,2017-08-22 03:37:38,1576624,1,80.00,701,other,paid
18036309,3637104,2017-10-09 21:11:42,1994687,1,100.00,642,affiliate,paid
18284692,3678386,2017-10-21 08:31:26,2379542,1,100.00,913,search,paid
19401816,3878164,2017-12-05 08:49:29,1641443,1,100.00,642,search,paid
16591585,3394824,2017-07-24 14:51:11,1537374,1,155.00,755,search,paid
13810373,2760521,2016-12-12 20:24:01,1576624,1,65.00,437,other,paid
15703604,3193631,2017-05-14 09:46:23,1955123,1,65.00,453,social,paid
15135030,3067129,2017-04-05 10:04:20,1673448,1,120.00,516,other,paid
15538895,3370567,2017-07-13 07:39:56,1371354,1,22.00,771,affiliate,paid
16299204,3327308,2017-06-30 08:08:43,1348410,1,137.00,451,other,paid
12772318,2543055,2016-09-28 12:03:02,1505575,1,18.00,475,social,paid
16446061,3368239,2017-07-12 15:55:05,2079872,1,68.00,715,social,paid
17729596,3590888,2017-09-26 20:34:40,1727195,1,125.00,920,other,paid
19010780,3802962,2017-11-20 12:17:36,2484982,1,20.00,475,affiliate,paid
17911244,3615492,2017-10-03 20:56:59,1972694,1,75.00,466,,direct
18416667,3701337,2017-10-27 15:34:47,2398002,1,168.00,563,,other
14130215,2873184,2016-12-29 10:54:34,1638359,1,115.00,458,,direct
13346522,2635487,2016-11-12 11:07:06,1568458,1,75.00,466,,direct
15377830,3125269,2017-04-20 11:09:26,1788062,1,155.00,755,,email
15602635,3178110,2017-05-09 08:37:48,1788062,1,22.00,771,,organic search
12312980,2478558,2016-08-17 13:01:31,1184583,1,68.00,517,,direct
15770201,3279778,2017-06-14 10:58:31,1670809,1,58.00,527,,organic search
18054511,3639884,2017-10-10 16:37:09,1640268,1,145.00,758,,direct
14153500,2879460,2016-12-31 10:12:42,1668320,1,14.00,475,,direct
12459452,2498960,2016-08-31 16:54:48,1475768,1,22.00,433,,organic search
18757385,3760305,2017-11-12 08:34:30,1130085,1,120.00,644,,direct
16426684,3362202,2017-07-10 22:38:43,1944301,1,68.00,715,,email
15383409,3169572,2017-05-04 19:26:04,1505391,1,88.00,564,,direct
19777330,3994600,2017-12-26 00:32:49,2406632,1,68.00,910,,direct
17675101,3576589,2017-09-22 11:07:33,2281200,1,68.00,911,,direct
19584377,3932612,2017-12-13 19:29:21,1807881,1,28.00,554,,email
15055643,3065093,2017-04-04 09:39:08,1339152,1,25.00,747,,direct
18598207,3732281,2017-11-05 18:01:01,2423704,1,98.00,575,,direct
12996423,2576537,2016-10-16 18:55:15,1536506,1,88.00,549,,organic search
15600445,3177778,2017-05-09 06:33:08,885051,1,98.00,812,,email
16028315,3267416,2017-06-09 19:08:27,1951839,1,58.00,800,,direct
18751057,3759280,2017-11-11 21:42:28,2062522,1,68.00,910,,direct
15825036,3224934,2017-05-22 10:36:11,1956028,1,28.00,826,,email
15359403,3141718,2017-04-26 17:12:54,1487584,1,22.00,481,,direct
16475741,3376217,2017-07-15 11:08:53,1375478,1,25.00,735,,direct
16006198,3277111,2017-06-13 15:44:09,1406037,1,35.00,845,,email
14939625,3034644,2017-03-20 09:44:10,1839889,1,58.00,727,,direct
16618520,3400789,2017-07-27 07:36:31,2114952,1,137.00,451,,direct
18223406,3667533,2017-10-18 05:07:47,1356606,1,65.00,574,,direct
14534831,2959245,2017-02-09 15:13:35,1378849,1,22.00,771,,direct
10655626,2225431,2016-03-16 09:45:11,1354813,1,18.00,475,,organic search
19513376,3904875,2017-12-10 06:50:59,2577497,1,30.00,507,,organic search
19861178,4008491,2017-12-26 13:09:37,1666449,1,13.00,764,,direct
18285738,3678402,2017-10-21 08:38:56,1334069,1,100.00,648,,direct
19554728,3915861,2017-12-11 18:37:01,1639459,1,75.00,947,,email
14387783,2955854,2017-02-07 20:16:34,1223530,1,98.00,597,,direct
19885850,3997659,2017-12-26 05:58:15,2641758,1,155.00,649,,email
19539106,3910878,2017-12-11 06:24:40,2451479,1,98.00,622,,email
19239258,3845615,2017-11-28 19:58:00,2522217,1,16.00,475,,other
18565529,3727085,2017-11-04 10:32:49,1372413,1,42.00,698,,direct
17067393,3481606,2017-08-27 05:36:17,1395570,1,120.00,643,,direct
15958559,3254042,2017-06-03 15:04:35,1931330,1,145.00,500,,organic search
13337011,2644238,2016-11-14 10:38:29,897102,1,155.00,649,,direct
17044635,3478043,2017-08-25 19:37:58,2175616,1,120.00,643,,organic search
16361536,3429601,2017-08-07 11:07:40,2030991,1,55.00,835,,direct
14000227,2845410,2016-12-21 00:11:12,1190922,1,40.00,617,,direct
19115332,3821007,2017-11-24 10:55:50,2423795,1,55.00,872,,direct
18559026,3726980,2017-11-04 10:00:05,1320008,1,68.00,909,,direct
19879468,3997035,2017-12-26 05:35:38,2137015,1,36.00,752,,email
17563456,3560277,2017-09-17 10:27:25,1718312,1,68.00,909,,direct
20081043,4033747,2017-12-29 23:31:37,1915273,1,118.00,563,,direct
14583749,2969521,2017-02-13 18:44:35,1594419,1,78.00,610,,email
16817896,3439219,2017-08-11 05:40:45,2106824,1,22.00,553,,direct
18465182,3709073,2017-10-30 10:59:48,2405047,1,68.00,909,,other
13147528,2598965,2016-10-29 21:43:02,1334069,1,30.00,586,,other
13965174,2831269,2016-12-19 11:03:41,1646923,1,38.00,662,,email
18434376,3704135,2017-10-28 17:31:58,1526953,1,48.00,565,,email
10215777,2166411,2016-02-16 23:50:02,1330455,1,68.00,713,,organic search
14507405,2954597,2017-02-07 07:02:04,1276196,1,100.00,650,,direct
18439884,3733358,2017-11-06 01:31:25,1007996,1,100.00,648,,direct
18719192,3753842,2017-11-10 15:50:46,2442045,1,145.00,758,,direct
18857297,3802578,2017-11-20 10:51:37,1889789,1,68.00,908,,other
13546330,2674539,2016-11-27 23:44:30,724309,1,125.00,590,,organic search
16092543,3311044,2017-06-25 09:26:06,1188276,1,22.00,771,,organic search
15119244,3070944,2017-04-07 06:49:37,1782187,1,22.00,771,,direct
12716359,2534386,2016-09-23 14:12:00,914529,1,98.00,597,,other
17212670,3502616,2017-09-04 02:10:50,2187484,1,50.00,723,,direct
12625568,2522024,2016-09-15 16:59:12,1492231,1,18.00,475,,direct
15372401,3123913,2017-04-20 07:35:50,729576,1,88.00,514,,organic search
18545493,3723604,2017-11-03 10:14:55,2217106,1,45.00,694,,email
20097680,4039622,2017-12-31 19:52:22,1036434,1,88.00,575,,direct
14444230,2943984,2017-01-31 10:35:40,1357604,1,45.00,735,,direct
17817786,3620979,2017-10-05 16:31:17,2332539,1,35.00,881,,direct
14311513,2920076,2017-01-17 10:02:10,1334481,1,45.00,723,,email
15357314,3120980,2017-04-18 19:24:46,1035919,1,98.00,597,,direct
14694541,2989251,2017-02-24 12:16:19,1784023,1,20.00,476,,direct
18975748,3859614,2017-12-02 06:54:06,2064801,1,125.00,997,,direct
14769339,3003857,2017-03-05 10:19:45,1808160,1,168.00,563,,organic search
18124761,3651498,2017-10-13 13:00:41,2358165,1,68.00,908,,other
18580586,3729535,2017-11-04 23:11:47,1993666,1,16.00,846,,direct
19313087,3859784,2017-12-02 07:43:27,2070025,1,145.00,758,,email
16772845,3431857,2017-08-08 11:06:50,768147,1,65.00,817,,direct
19094865,3816724,2017-11-23 19:51:12,2310078,1,168.00,563,,email
19447433,3889191,2017-12-07 06:40:59,2306233,1,48.00,770,,email
19106514,3820310,2017-11-24 09:33:44,1638561,1,100.00,648,,direct
14197958,2887394,2017-01-05 15:22:15,1481983,1,88.00,624,,organic search
20001102,4017845,2017-12-27 09:55:48,2620824,1,68.00,908,,organic search
19350116,3866929,2017-12-03 16:10:58,2236881,1,225.00,918,,email
13548937,2674917,2016-11-28 06:24:36,1529552,1,100.00,650,,direct
17312655,3523162,2017-09-07 17:03:44,951958,1,78.00,633,,direct
13555868,2676504,2016-11-28 14:12:24,1505335,1,235.00,584,,other
13996211,2843641,2016-12-20 18:23:16,1457859,1,65.00,465,,direct
18422182,3701983,2017-10-27 20:51:42,360315,1,68.00,909,,other
17396413,3534427,2017-09-10 06:35:55,1282776,1,135.00,644,,direct
11124113,2246211,2016-04-29 11:08:48,1360443,1,20.00,475,,email
17656205,3573148,2017-09-21 09:14:39,1346827,1,15.00,906,,direct
19638758,3939563,2017-12-14 19:37:10,2600326,1,68.00,715,,organic search
15629668,3182979,2017-05-10 19:05:34,1801854,1,68.00,814,,other
16972306,3466359,2017-08-21 12:45:42,1292850,1,98.00,860,,direct
19034852,3806985,2017-11-21 08:51:38,2035068,1,155.00,953,,direct
13317664,2629597,2016-11-10 06:27:25,1434448,1,175.00,563,,direct
17978109,3627126,2017-10-07 19:31:04,2339205,1,55.00,882,,organic search
12502771,2505602,2016-09-05 20:19:29,1481827,1,20.00,475,,direct
15700380,3224934,2017-05-22 10:36:11,1956028,1,85.00,780,,email
20057585,4028492,2017-12-29 06:20:12,1749251,1,36.00,752,,email
12255075,2471223,2016-08-11 16:44:58,700001,1,115.00,446,,direct
13643735,2696001,2016-12-04 20:28:17,1616442,1,22.00,474,,direct
