user_id,discovery_channel_category,discovery_channel,discovery_time,discovery_platform,location,gender
2555613,paid,search,2017-12-05 07:38:43,mobile,US,
2260077,email,,2017-09-14 12:47:48,desktop,US,female
1889283,paid,other,2017-03-26 09:18:21,mobile,US,female
2224087,paid,social,2017-09-04 14:26:54,mobile,US,
1333527,direct,,2017-12-04 18:08:16,desktop,international,female
2466799,paid,search,2017-11-06 17:22:37,mobile,US,female
1668578,other,,2016-12-31 14:08:05,mobile,US,male
2633155,paid,search,2017-12-24 01:49:57,mobile,US,female
2529174,direct,,2017-09-13 09:11:30,desktop,US,female
2636083,organic search,,2017-12-23 17:47:46,desktop,US,male
1734787,paid,social,2017-01-31 07:16:07,mobile,US,female
1528396,organic search,,2016-10-13 20:24:44,desktop,US,female
2599028,paid,affiliate,2017-09-21 07:47:31,desktop,US,female
1798271,email,,2017-04-30 18:00:31,mobile,international,female
2343526,paid,social,2017-10-09 00:57:10,desktop,US,female
2438797,paid,search,2017-11-09 15:41:54,mobile,US,
1443961,direct,,2016-07-22 21:33:04,mobile,international,
2336400,email,,2017-12-27 07:08:29,mobile,international,female
1515138,organic search,,2016-10-04 21:08:13,mobile,international,
1629883,paid,affiliate,2016-12-11 14:04:14,mobile,US,
2119653,paid,affiliate,2017-07-29 05:49:46,mobile,US,male
1329383,email,,2016-02-15 10:46:01,mobile,international,male
2492911,paid,display,2017-11-22 12:16:22,desktop,US,male
2268986,email,,2017-11-27 16:35:27,mobile,US,female
2155294,direct,,2017-08-12 07:17:46,desktop,US,female
1722521,email,,2017-12-26 09:49:58,desktop,US,female
1518000,other,,2016-10-06 17:39:49,mobile,US,male
2467888,email,,2017-11-24 10:55:43,mobile,US,female
2172121,organic search,,2017-08-17 14:08:50,mobile,US,female
1325885,other,,2016-02-09 15:46:22,mobile,international,female
1951852,paid,other,2017-05-06 22:59:31,desktop,US,female
2404614,organic search,,2017-10-30 07:24:48,desktop,US,female
2400330,paid,display,2017-12-16 05:45:03,desktop,US,female
2366122,paid,search,2017-10-16 05:49:00,mobile,international,male
1323208,other,,2016-02-04 20:56:46,mobile,US,male
1551292,paid,display,2016-09-28 18:53:38,desktop,international,female
2096426,organic search,,2017-07-19 17:16:44,desktop,international,female
470517,direct,,2017-09-28 15:22:58,mobile,US,female
2269399,paid,social,2017-09-17 20:01:19,mobile,US,female
1837997,email,,2017-03-15 20:45:54,desktop,US,female
2628502,email,,2017-11-03 16:23:01,desktop,US,female
1575215,paid,affiliate,2016-11-07 22:01:52,mobile,international,
1917477,organic search,,2017-04-21 12:53:52,mobile,US,female
2101141,direct,,2017-07-21 19:17:25,mobile,international,
2547851,direct,,2017-12-04 12:43:23,mobile,US,male
2168063,paid,social,2017-07-31 07:49:59,mobile,US,female
2502820,direct,,2017-10-21 20:07:14,desktop,US,female
1493941,direct,,2016-08-24 11:19:17,desktop,US,female
2233736,paid,affiliate,2017-08-17 11:57:59,desktop,US,female
1639467,organic search,,2016-12-15 13:36:03,desktop,US,female
2244253,paid,affiliate,2017-09-10 05:41:08,mobile,US,
2226790,organic search,,2017-09-05 12:12:06,desktop,US,female
1484754,organic search,,2016-09-08 16:29:20,desktop,international,female
2239809,paid,affiliate,2017-09-09 06:17:52,mobile,international,female
1713651,paid,display,2017-01-21 10:37:19,desktop,US,male
1404849,organic search,,2016-05-18 11:19:12,desktop,US,female
2243200,paid,affiliate,2017-09-09 22:30:12,desktop,US,female
2093707,organic search,,2017-07-18 18:18:03,mobile,US,female
1843105,paid,search,2017-03-21 06:58:26,mobile,US,female
2170396,email,,2017-12-03 06:19:23,mobile,US,female
1682630,paid,display,2017-01-09 14:56:09,desktop,US,female
2386854,paid,social,2017-10-23 16:58:05,desktop,international,female
1563991,other,,2016-10-31 15:29:30,desktop,US,male
1329439,paid,affiliate,2016-02-05 15:33:27,desktop,US,female
1389526,other,,2016-04-27 22:27:44,desktop,US,female
401171,paid,search,2017-11-24 16:17:03,desktop,US,female
2030579,organic search,,2017-06-15 06:58:05,mobile,US,female
2304180,paid,affiliate,2017-09-27 10:02:21,desktop,US,female
2374771,paid,social,2017-10-19 08:31:02,mobile,US,female
1392215,organic search,,2016-05-01 15:21:47,desktop,US,female
847968,direct,,2016-06-19 19:18:22,desktop,US,female
1417736,paid,affiliate,2016-05-06 09:35:19,desktop,US,female
2460196,direct,,2017-11-15 10:13:24,desktop,US,male
1621359,paid,affiliate,2016-12-07 10:46:21,desktop,US,male
1753593,paid,display,2017-02-08 07:37:14,desktop,US,female
2367824,paid,search,2017-10-16 17:06:38,desktop,US,female
2171865,direct,,2017-06-12 21:34:33,desktop,US,female
2353127,paid,display,2017-10-11 17:19:22,desktop,US,female
1322861,email,,2017-02-27 09:09:37,desktop,US,female
1578170,other,,2016-11-10 12:08:56,desktop,international,female
1548314,organic search,,2016-10-22 22:05:23,desktop,international,female
1760820,paid,affiliate,2017-02-11 06:00:34,desktop,US,female
1724966,paid,display,2017-01-26 13:37:39,desktop,US,female
1844528,organic search,,2017-03-21 19:23:46,desktop,US,female
2090466,other,,2017-07-17 13:25:11,mobile,US,female
264720,direct,,2017-12-20 18:34:20,mobile,US,male
1007871,organic search,,2016-05-18 11:12:41,desktop,US,female
2609672,organic search,,2017-12-17 02:07:26,mobile,international,female
2517923,direct,,2017-11-28 10:58:04,desktop,US,female
2435914,paid,social,2017-11-08 19:03:01,desktop,international,
2547558,paid,display,2017-12-04 11:43:40,desktop,US,female
2435784,paid,search,2017-11-08 18:30:04,mobile,US,
2578792,paid,social,2017-12-10 07:44:50,mobile,US,
1635487,paid,social,2016-12-13 19:26:25,desktop,US,female
2499445,direct,,2017-11-24 07:39:24,mobile,international,
2491287,email,,2017-10-30 03:06:39,desktop,international,female
2367992,other,,2017-10-16 18:30:12,mobile,US,female
1945087,paid,display,2017-05-04 08:56:47,desktop,US,female
2088413,email,,2017-12-12 06:04:21,mobile,US,female
1411447,organic search,,2016-05-24 20:24:40,desktop,international,female
2293085,paid,affiliate,2017-09-25 22:12:56,mobile,international,female
2187249,paid,affiliate,2017-08-22 15:38:07,mobile,US,
1496346,paid,affiliate,2016-09-19 23:25:57,mobile,US,male
2295846,direct,,2017-11-23 18:15:36,mobile,US,female
1244241,organic search,,2016-05-16 19:15:45,desktop,international,female
1826853,other,,2017-03-14 07:52:09,desktop,US,female
1446630,paid,affiliate,2016-07-24 21:09:25,desktop,US,female
695603,other,,2017-01-02 04:22:47,desktop,US,female
1529778,organic search,,2016-10-14 23:01:35,desktop,international,female
2314771,paid,social,2017-08-19 14:40:42,mobile,US,female
1801680,paid,affiliate,2017-03-01 09:35:00,desktop,US,female
2217501,organic search,,2017-09-01 16:10:28,mobile,US,female
1476288,paid,social,2017-12-28 20:25:04,mobile,US,female
1686095,paid,social,2017-01-11 10:41:09,desktop,US,female
1559189,organic search,,2016-10-29 01:37:18,desktop,international,male
2240601,paid,social,2017-09-09 10:36:41,mobile,US,female
1580603,paid,affiliate,2016-11-12 08:14:53,mobile,US,female
1368009,paid,other,2016-04-01 04:30:49,desktop,US,male
1575572,paid,other,2016-11-08 07:02:24,mobile,US,female
529013,email,,2016-01-03 13:35:07,desktop,US,male
2008620,direct,,2017-06-05 14:03:12,mobile,US,male
1758223,paid,display,2017-02-10 06:24:34,desktop,international,female
1933442,paid,affiliate,2017-10-28 16:56:47,mobile,US,
1502775,paid,social,2016-09-26 01:31:01,mobile,US,female
1644131,direct,,2016-12-18 03:01:51,mobile,US,
1993635,paid,affiliate,2017-05-27 18:37:56,mobile,US,
1874059,paid,display,2017-04-05 07:07:33,desktop,US,female
1992285,organic search,,2017-05-27 01:24:53,mobile,international,female
1812447,paid,display,2017-02-02 06:31:11,desktop,US,female
2271721,paid,affiliate,2017-09-18 17:20:13,desktop,international,female
2560492,organic search,,2017-12-04 07:35:21,desktop,US,female
2227098,other,,2017-09-05 14:30:31,mobile,US,
1876365,email,,2017-11-25 06:25:06,desktop,international,female
2178216,paid,affiliate,2017-08-19 13:29:14,desktop,US,female
2081445,organic search,,2017-07-13 09:41:32,desktop,US,male
2026406,organic search,,2017-06-15 20:53:13,mobile,US,female
1706758,organic search,,2017-01-18 20:23:47,mobile,US,male
1870788,direct,,2017-01-05 11:16:49,desktop,US,female
1389814,email,,2016-04-28 09:36:45,mobile,US,male
1333248,other,,2016-02-19 06:27:39,mobile,international,female
1361089,organic search,,2016-03-23 16:25:13,desktop,US,female
1905694,paid,affiliate,2016-09-16 18:48:55,mobile,US,female
1997231,organic search,,2017-05-29 21:25:32,mobile,international,female
1947023,organic search,,2017-05-05 04:03:59,desktop,international,female
2248723,organic search,,2017-09-11 08:16:18,desktop,international,female
2187184,organic search,,2017-05-20 15:11:30,desktop,international,female
1988529,direct,,2017-05-24 19:49:05,desktop,US,female
1413380,other,,2016-05-26 23:30:32,desktop,international,female
1539227,paid,affiliate,2016-10-17 21:45:54,mobile,international,female
2403178,email,,2017-11-28 09:37:36,desktop,US,
2102656,paid,search,2017-07-22 13:29:23,desktop,US,female
1371028,direct,,2017-02-13 05:49:03,desktop,US,female
1956592,email,,2017-04-17 12:40:44,mobile,US,female
2239145,paid,affiliate,2017-12-26 04:42:26,mobile,international,female
2480924,organic search,,2017-11-19 17:33:38,desktop,international,female
1610679,paid,affiliate,2017-12-04 07:40:58,desktop,international,female
1552817,direct,,2017-10-20 12:47:22,desktop,US,female
1889382,email,,2017-05-11 22:18:21,mobile,international,female
2416038,other,,2017-10-31 15:46:02,desktop,US,female
2014342,organic search,,2017-06-08 16:49:59,desktop,international,female
2349605,paid,display,2017-10-10 13:55:32,desktop,US,female
1534647,other,,2016-10-16 06:16:31,mobile,international,female
1994976,organic search,,2017-05-28 12:06:21,mobile,US,female
1454357,paid,social,2017-09-13 06:58:02,desktop,international,female
1635675,paid,search,2016-12-13 20:43:55,desktop,US,female
2030613,paid,other,2017-06-18 17:39:00,desktop,US,female
799321,paid,search,2017-12-05 21:22:30,mobile,US,female
2573542,organic search,,2017-12-08 16:22:59,desktop,US,male
1592270,organic search,,2016-11-20 20:17:16,mobile,international,female
1960890,email,,2017-09-25 09:18:31,mobile,US,female
1777291,organic search,,2016-12-03 14:17:20,desktop,US,female
2194067,paid,social,2017-08-13 05:03:57,desktop,international,female
2059453,paid,search,2017-07-02 12:18:14,desktop,US,male
2370133,email,,2017-12-03 16:25:02,desktop,US,female
1962120,paid,social,2017-03-20 18:30:36,desktop,international,female
2476262,paid,search,2017-11-18 20:43:27,desktop,US,female
2367320,paid,search,2017-10-16 13:18:48,desktop,US,female
1269479,paid,affiliate,2016-12-11 23:39:50,desktop,international,female
1575989,organic search,,2016-11-08 12:23:53,desktop,international,male
2557660,paid,display,2017-12-05 10:49:06,mobile,US,female
1437853,other,,2016-07-11 10:25:48,desktop,international,male
1540072,other,,2017-02-15 14:00:12,desktop,international,female
1389605,direct,,2016-04-28 02:00:33,desktop,international,female
1494146,paid,search,2016-09-17 17:44:18,desktop,US,male
2543990,paid,affiliate,2017-12-03 17:13:28,mobile,US,
1413158,direct,,2016-05-26 17:06:36,desktop,US,
2035362,paid,social,2017-06-20 21:13:54,mobile,US,
2051159,paid,social,2017-06-28 15:37:46,mobile,US,
1889273,email,,2017-11-04 08:10:37,desktop,US,female
1964365,paid,affiliate,2017-05-13 03:22:00,mobile,US,
2492700,other,,2017-11-22 11:08:25,desktop,international,female
1019251,paid,other,2017-12-27 13:24:57,desktop,US,female
2532142,other,,2017-11-30 04:35:05,desktop,international,female
2054230,direct,,2017-06-29 21:04:10,desktop,international,female
2079182,organic search,,2017-07-12 09:09:20,desktop,international,female
2454288,paid,social,2017-11-14 18:10:12,mobile,US,female
1330557,other,,2016-02-17 06:01:16,mobile,international,female
2299946,email,,2017-11-29 08:20:06,desktop,international,female
2205141,direct,,2017-06-29 20:04:18,desktop,US,female
2472736,paid,social,2017-11-18 05:08:37,mobile,US,female
1754139,paid,search,2017-12-04 09:57:02,desktop,US,male
2500117,other,,2017-11-24 10:09:55,desktop,US,
2655534,other,,2017-12-27 19:59:27,mobile,US,male
2339532,direct,,2017-12-25 12:05:08,mobile,US,female
2201910,direct,,2017-08-27 10:54:21,mobile,US,female
1782435,email,,2017-12-04 10:32:29,desktop,US,female
1398283,direct,,2016-05-05 13:32:37,desktop,US,female
2354498,organic search,,2017-10-12 07:40:38,desktop,US,male
2405733,paid,social,2017-10-30 16:15:06,desktop,US,
1792888,organic search,,2017-02-25 19:22:59,desktop,US,
2198581,paid,other,2017-08-26 13:31:39,mobile,US,female
1518746,paid,social,2016-10-06 07:28:37,desktop,US,female
2459875,other,,2017-11-15 09:29:20,desktop,international,female
2584968,direct,,2017-12-11 09:03:14,desktop,US,female
2620458,paid,search,2017-12-19 12:06:58,desktop,US,female
2493670,paid,affiliate,2017-07-31 14:09:43,mobile,US,female
1783979,paid,social,2017-01-19 04:07:15,mobile,US,female
1575418,other,,2016-11-08 03:25:02,desktop,international,female
2334687,paid,social,2017-10-06 10:23:32,desktop,US,female
1977529,other,,2017-05-19 06:31:01,desktop,US,female
1477466,paid,affiliate,2016-07-15 01:24:41,desktop,international,female
2590704,paid,search,2017-12-12 13:52:55,mobile,US,male
2304157,paid,search,2017-09-28 17:39:34,desktop,US,female
2373741,organic search,,2017-10-18 20:06:44,mobile,US,female
2056044,paid,affiliate,2017-06-30 20:09:13,desktop,US,female
2305067,paid,other,2017-09-27 12:48:35,mobile,international,
1814957,organic search,,2017-03-07 15:54:59,desktop,international,female
497307,email,,2016-08-11 09:04:19,desktop,US,female
2457325,direct,,2017-11-13 19:46:17,mobile,US,female
1739061,organic search,,2017-02-01 21:00:01,desktop,international,male
997096,email,,2016-07-12 08:52:07,desktop,US,female
2277136,paid,search,2017-09-19 19:38:32,mobile,international,female
1684392,paid,social,2017-01-10 13:13:13,desktop,US,female
2203123,paid,affiliate,2017-08-27 17:23:51,mobile,US,female
1382798,organic search,,2016-04-12 17:15:16,desktop,US,female
1637684,paid,social,2016-11-14 20:03:45,desktop,US,female
2367083,organic search,,2017-10-16 12:01:51,desktop,US,male
2202595,organic search,,2017-08-27 14:42:41,desktop,US,male
318714,direct,,2017-03-23 12:54:32,desktop,US,female
550918,paid,affiliate,2016-12-17 15:33:13,mobile,US,female
2489889,organic search,,2017-11-21 15:16:12,desktop,international,female
2309855,paid,display,2017-09-28 16:20:50,desktop,US,
1517205,organic search,,2016-10-06 08:13:18,desktop,US,female
494007,paid,search,2016-11-22 22:58:14,mobile,US,female
2472718,organic search,,2017-11-26 16:15:51,mobile,international,
1559967,other,,2016-10-29 12:07:49,desktop,US,female
2662807,paid,search,2017-12-29 12:14:28,mobile,US,male
1721365,organic search,,2016-12-02 11:52:47,mobile,US,female
1600943,paid,other,2016-11-26 11:34:49,mobile,US,
2142397,organic search,,2017-08-07 08:57:49,desktop,US,female
2498423,organic search,,2017-11-23 23:29:55,desktop,international,female
2561929,organic search,,2017-12-06 07:06:31,desktop,international,
1507054,email,,2017-09-07 10:14:35,desktop,US,female
1640600,paid,other,2016-12-16 05:39:45,desktop,US,male
2571188,paid,search,2017-12-08 09:25:24,desktop,US,female
1338289,other,,2016-02-25 07:14:00,desktop,US,
2605666,paid,affiliate,2017-12-16 08:00:56,mobile,US,female
1769155,paid,social,2017-02-14 19:08:40,mobile,US,female
1413885,direct,,2016-05-27 06:44:19,mobile,international,male
2051164,paid,search,2017-06-27 14:13:10,desktop,US,female
2036932,paid,social,2017-11-03 21:26:13,desktop,US,female
1774494,direct,,2017-12-25 13:45:32,mobile,US,female
1719034,paid,social,2017-01-23 17:54:06,mobile,US,female
1903915,direct,,2017-04-02 21:45:40,desktop,US,female
1363725,paid,affiliate,2016-03-27 10:11:31,mobile,international,
1429800,organic search,,2016-06-17 06:48:27,desktop,US,female
1814570,paid,display,2017-03-07 12:45:01,mobile,US,female
1375562,organic search,,2016-04-10 13:03:50,desktop,international,female
1501849,paid,other,2017-11-05 12:56:35,desktop,US,female
1774388,email,,2017-11-28 07:11:36,mobile,US,female
2153798,paid,display,2017-08-11 15:58:24,desktop,US,female
1942445,direct,,2017-05-03 07:40:28,desktop,US,
1312979,paid,affiliate,2016-01-18 15:36:19,desktop,US,female
1207771,organic search,,2016-09-20 09:14:56,desktop,US,male
1585277,direct,,2016-11-14 08:48:11,mobile,US,female
1148091,email,,2017-11-23 16:52:54,mobile,US,female
2430806,paid,social,2017-11-07 14:55:43,desktop,US,female
1561245,paid,search,2016-10-16 16:01:23,mobile,US,male
1098614,paid,social,2017-10-18 11:30:30,mobile,US,female
1440011,paid,affiliate,2016-07-15 05:15:47,desktop,international,female
1330141,other,,2016-02-16 13:50:32,desktop,US,female
268792,direct,,2017-05-19 08:48:24,desktop,US,female
1301799,direct,,2016-01-01 04:59:21,desktop,US,male
1327566,organic search,,2016-02-12 06:11:55,desktop,international,male
2651813,direct,,2017-12-27 07:40:50,desktop,US,female
2401250,email,,2017-12-14 06:17:56,desktop,international,female
1631532,organic search,,2016-12-12 06:34:20,mobile,US,female
2450086,email,,2017-11-30 06:45:32,desktop,US,
1408020,other,,2016-05-23 08:30:10,desktop,international,male
2441161,paid,display,2017-11-10 10:35:59,desktop,US,female
2651777,organic search,,2017-12-27 07:50:15,desktop,US,female
2258046,direct,,2017-09-13 21:42:09,desktop,US,female
2202611,paid,search,2017-08-27 14:45:05,desktop,US,
1723517,paid,display,2017-01-25 19:03:55,desktop,international,female
1131356,direct,,2016-07-25 17:57:12,mobile,US,female
1872927,organic search,,2017-04-04 13:31:29,mobile,US,
644091,other,,2016-05-19 07:18:45,desktop,US,
1417527,direct,,2016-05-31 09:37:16,desktop,international,female
1084617,organic search,,2016-07-08 07:04:13,desktop,US,female
1440444,organic search,,2016-07-15 22:56:53,desktop,international,female
2666897,organic search,,2017-12-30 15:35:12,desktop,US,female
1734083,paid,affiliate,2017-01-30 19:46:07,desktop,international,female
2099235,organic search,,2017-07-20 20:47:54,mobile,US,female
1622853,paid,affiliate,2016-12-08 06:55:05,mobile,US,female
1806734,paid,display,2017-03-03 15:38:42,desktop,US,female
2659602,paid,search,2017-12-28 17:33:24,mobile,US,female
2462937,paid,affiliate,2017-11-15 21:59:26,mobile,international,female
1661146,direct,,2016-12-19 16:11:20,desktop,US,female
1662439,paid,affiliate,2016-12-27 21:22:47,mobile,international,
1015803,email,,2016-10-31 12:14:18,desktop,US,female
1912921,paid,affiliate,2017-04-19 16:12:17,mobile,international,female
2462392,paid,other,2017-11-15 19:35:51,desktop,international,female
1881545,organic search,,2017-04-08 18:47:30,desktop,international,female
2491211,paid,other,2017-11-21 22:38:55,mobile,US,female
1815983,other,,2017-03-08 04:23:37,mobile,US,female
2128928,paid,display,2017-08-01 19:28:38,mobile,US,female
1471417,direct,,2016-11-24 00:04:07,mobile,US,female
2271727,email,,2017-12-26 06:15:21,mobile,US,female
1901739,paid,social,2017-10-17 18:00:38,desktop,US,female
2597529,direct,,2017-12-14 06:10:19,mobile,US,female
2276674,direct,,2017-09-20 14:34:09,mobile,international,
1560752,organic search,,2016-10-29 21:32:59,desktop,international,
1442649,other,,2016-07-20 11:04:25,desktop,US,female
2286024,paid,display,2017-09-24 11:27:00,desktop,US,female
1781260,other,,2017-02-20 16:57:41,mobile,US,female
2014715,paid,social,2017-01-28 16:50:05,mobile,US,female
1035018,email,,2017-08-31 09:49:21,desktop,US,male
2528256,paid,search,2017-11-30 11:15:28,mobile,US,male
1780318,direct,,2017-12-25 15:10:39,mobile,US,female
2008042,organic search,,2017-03-03 15:01:14,mobile,US,male
2313986,paid,affiliate,2017-09-29 21:37:51,mobile,international,female
1656134,direct,,2016-12-26 08:03:46,mobile,international,female
2157018,direct,,2017-08-12 17:48:30,mobile,US,male
2151193,organic search,,2017-08-10 15:10:31,mobile,US,male
2410381,paid,display,2017-11-01 13:02:52,desktop,US,female
351111,organic search,,2017-07-01 19:48:21,desktop,US,female
2170869,paid,social,2017-08-17 05:11:05,mobile,US,female
1445997,direct,,2016-04-29 16:50:41,mobile,US,male
1212353,direct,,2017-12-28 22:28:55,mobile,US,female
2117185,paid,social,2017-07-28 03:07:44,mobile,US,female
1385745,paid,social,2016-04-23 09:34:27,desktop,US,female
1482588,organic search,,2016-09-06 13:15:40,desktop,US,male
1586848,direct,,2016-11-16 11:38:19,mobile,US,
1720087,paid,social,2017-01-24 09:11:31,desktop,US,female
1553616,organic search,,2016-10-25 20:01:05,desktop,US,female
2603233,direct,,2017-12-15 14:53:41,desktop,US,female
2408871,direct,,2017-10-31 21:09:18,desktop,US,female
1866116,paid,search,2017-04-01 04:35:41,desktop,US,female
2044710,paid,social,2017-05-17 07:25:06,desktop,US,
1801534,email,,2017-11-23 22:33:55,mobile,international,female
2622231,organic search,,2017-12-19 21:00:04,desktop,US,female
1859988,organic search,,2017-03-28 22:06:10,desktop,international,female
2153753,other,,2017-05-16 02:59:01,mobile,international,female
1981694,direct,,2017-03-08 09:33:43,mobile,US,female
2003685,paid,other,2017-06-02 12:21:00,desktop,US,female
2229307,paid,affiliate,2017-09-06 12:25:47,desktop,US,female
2537768,direct,,2017-09-23 19:02:18,mobile,US,female
2626665,paid,affiliate,2017-12-21 09:58:27,mobile,international,female
1737718,organic search,,2017-02-01 10:27:44,desktop,US,female
2424368,direct,,2017-12-21 20:08:09,mobile,US,
2382799,paid,display,2017-10-04 19:29:22,desktop,US,female
1223985,email,,2017-12-03 09:17:35,mobile,US,female
1879665,paid,social,2017-04-07 16:58:42,mobile,US,female
2503222,email,,2017-11-25 02:07:32,mobile,international,
1262474,email,,2016-06-21 11:28:08,desktop,US,female
878461,paid,other,2016-03-12 08:43:51,mobile,US,female
1813442,paid,social,2017-03-06 13:15:49,desktop,US,female
2279770,paid,affiliate,2017-09-21 18:52:42,desktop,international,female
1362620,paid,affiliate,2016-03-25 18:48:15,mobile,international,
2504960,direct,,2017-11-25 11:03:50,mobile,US,
2123951,paid,display,2017-07-15 12:11:37,mobile,US,
1667250,organic search,,2016-12-30 12:48:21,desktop,US,male
2603667,paid,social,2017-12-15 17:39:06,mobile,US,male
2092015,organic search,,2017-07-18 03:23:24,desktop,international,
2447447,paid,display,2017-11-12 09:55:45,mobile,US,female
1743625,paid,affiliate,2016-10-11 19:49:34,desktop,US,female
2099721,paid,social,2017-07-21 06:21:24,mobile,US,female
2553144,paid,search,2017-12-05 05:36:07,mobile,US,female
2260319,direct,,2017-09-14 10:16:32,desktop,US,female
1936627,organic search,,2017-04-30 18:24:41,mobile,US,female
1886115,direct,,2017-04-10 13:05:07,desktop,international,male
2629874,paid,search,2017-12-22 16:49:50,mobile,US,
1767838,paid,display,2017-02-14 09:26:33,mobile,US,female
2407818,paid,social,2017-10-31 13:37:13,desktop,US,female
2388893,paid,affiliate,2017-10-24 10:15:18,desktop,US,male
1401982,organic search,,2016-05-15 17:21:04,desktop,international,male
2567260,paid,search,2017-12-07 10:23:07,desktop,US,female
2649410,organic search,,2017-10-10 19:04:34,mobile,US,female
1880299,paid,display,2017-04-07 10:06:41,desktop,US,female
2437780,paid,other,2017-11-09 09:42:24,desktop,US,female
2064137,paid,social,2017-07-04 17:21:54,mobile,US,
1858459,paid,social,2017-03-28 09:27:22,mobile,US,female
1792255,paid,search,2017-02-25 15:00:48,mobile,US,female
2524039,direct,,2017-11-29 09:16:05,desktop,US,female
1962515,organic search,,2017-04-26 12:04:51,desktop,US,male
1720232,organic search,,2017-01-24 10:05:32,desktop,US,female
1818208,other,,2017-03-04 14:01:40,desktop,US,female
1476886,paid,affiliate,2017-10-23 14:01:50,desktop,US,female
489982,paid,affiliate,2017-03-14 22:21:51,mobile,US,female
1940766,paid,social,2017-12-11 21:41:12,mobile,US,female
2256550,paid,affiliate,2017-09-13 05:01:38,mobile,US,female
2357697,paid,display,2017-10-13 09:26:09,desktop,US,female
2619330,organic search,,2017-12-19 06:33:27,mobile,international,
1897308,direct,,2017-04-13 20:20:47,desktop,US,female
1621773,organic search,,2016-12-07 13:51:12,desktop,US,male
2641518,email,,2017-12-26 05:08:43,mobile,US,female
1495449,paid,social,2017-08-20 02:02:27,mobile,international,female
2369505,organic search,,2017-10-17 09:13:37,mobile,international,female
1999685,paid,social,2017-05-31 05:27:44,mobile,international,male
2066460,organic search,,2017-03-14 17:00:43,mobile,US,female
2617306,paid,search,2017-12-17 21:17:10,desktop,US,female
1196091,organic search,,2016-07-20 20:44:33,desktop,US,female
2227565,paid,social,2017-09-04 18:38:50,mobile,US,female
2472987,paid,social,2017-11-18 01:52:11,mobile,international,female
1922779,paid,display,2017-04-23 19:37:51,desktop,US,female
1902199,paid,affiliate,2017-04-15 04:53:15,mobile,US,female
1715165,paid,affiliate,2017-01-15 14:02:53,desktop,US,female
1640024,paid,search,2016-12-15 19:03:25,desktop,US,male
1925622,organic search,,2017-04-25 07:34:54,mobile,international,female
1972488,email,,2017-05-16 19:59:22,mobile,US,female
2080486,paid,other,2017-07-12 21:40:09,mobile,US,female
2522404,direct,,2017-11-28 20:57:20,desktop,US,male
1475254,paid,social,2016-08-31 07:13:51,desktop,US,female
1773067,paid,affiliate,2017-02-16 13:55:19,desktop,US,female
2659367,paid,other,2017-12-28 16:28:06,desktop,US,female
1459849,direct,,2016-07-27 21:21:35,mobile,US,female
2376460,paid,search,2017-10-19 20:03:54,desktop,US,male
1603321,other,,2016-11-27 12:48:17,desktop,US,male
1833348,direct,,2017-03-16 06:06:48,mobile,US,male
1920956,organic search,,2017-04-23 00:24:08,mobile,international,female
1651516,organic search,,2016-12-08 11:05:19,desktop,international,male
2665104,paid,social,2017-12-30 06:11:32,mobile,US,
2097848,organic search,,2017-07-20 08:05:08,mobile,US,female
2320406,other,,2017-10-01 19:04:08,desktop,US,female
2104838,paid,affiliate,2017-12-06 01:16:44,mobile,US,female
1585424,paid,search,2016-11-15 08:44:07,desktop,US,female
2113105,direct,,2017-12-08 15:35:18,desktop,US,female
2376900,paid,affiliate,2017-10-20 02:56:03,mobile,international,female
1607218,paid,affiliate,2016-11-29 18:37:19,mobile,US,male
2564996,direct,,2017-12-06 19:20:46,desktop,US,
1606172,direct,,2016-11-29 06:17:51,mobile,international,
2389349,organic search,,2017-10-24 13:24:41,desktop,international,female
2615722,paid,social,2017-12-18 08:57:40,desktop,US,female
1527035,direct,,2017-02-18 09:02:43,desktop,US,female
2537587,paid,search,2017-12-02 12:17:59,mobile,US,male
1535517,paid,search,2016-08-15 17:27:46,desktop,US,female
2508966,organic search,,2017-11-26 09:20:38,desktop,international,female
1490025,organic search,,2016-09-13 16:38:59,desktop,US,male
1703802,organic search,,2017-01-17 20:55:47,mobile,international,female
1820801,paid,display,2017-03-10 12:11:05,desktop,US,female
1818338,paid,social,2017-02-04 19:08:06,desktop,US,female
1524474,direct,,2016-10-09 04:22:51,mobile,international,
2560530,direct,,2017-12-05 20:31:30,mobile,US,
427817,email,,2017-04-10 09:12:34,mobile,US,female
2051239,organic search,,2017-06-28 16:41:38,mobile,international,female
2036486,email,,2017-11-30 06:23:06,mobile,US,female
2213887,email,,2017-08-23 14:25:28,mobile,US,other
2092219,paid,search,2017-07-18 05:59:34,mobile,US,female
1716459,organic search,,2017-01-22 16:35:33,mobile,US,female
1891737,organic search,,2017-04-12 05:30:15,desktop,international,female
2366371,organic search,,2017-10-16 08:01:32,mobile,US,female
1940714,organic search,,2017-05-02 14:32:40,desktop,US,
1422494,other,,2016-06-10 18:45:24,mobile,international,male
2198573,paid,social,2017-08-30 06:06:16,mobile,US,female
2506511,organic search,,2017-11-24 21:14:19,desktop,international,female
985300,direct,,2016-01-13 06:38:24,desktop,US,female
1411999,organic search,,2016-05-25 09:03:40,desktop,US,female
2568079,direct,,2017-12-07 13:32:20,desktop,US,female
2381338,paid,affiliate,2017-10-21 20:12:52,desktop,US,female
